10.0.0.0	0d:b5:62:45:0c:40
10.0.138.83	bf:54:1d:d1:08:63
10.0.138.84	11:56:48:2c:17:3e
10.0.138.85	b1:f8:08:a5:d8:47
10.0.138.86	05:e2:d9:67:0c:ad
10.0.138.87	5e:34:9e:3d:b7:53
10.0.138.88	c3:55:fd:a6:9b:2a
10.0.138.89	aa:3c:c4:67:f9:9c
10.0.138.90	e1:57:f9:ea:16:45
10.0.138.91	c0:4b:bf:76:ea:73
10.0.138.92	bb:33:61:0a:5b:e8
10.0.138.93	54:72:68:ec:09:7f
10.0.138.94	d6:db:22:80:b3:0d
10.0.138.95	ad:f9:50:aa:71:97
10.0.138.96	aa:6a:ee:27:ec:c6
10.0.138.97	3e:62:2d:31:24:f0
10.0.138.98	03:24:ad:25:0c:64
10.0.138.99	38:d7:c2:03:b9:26
10.0.138.100	f7:e6:ae:d2:35:49
10.0.138.101	63:df:4f:5a:62:28
10.0.138.102	15:3a:f2:3a:8f:fe
10.0.138.103	5c:67:e4:c6:43:5c
10.0.138.104	ed:f2:39:2e:89:45
10.0.138.105	55:7b:00:ea:36:2e
10.0.138.106	74:d4:73:ab:f8:26
10.0.138.107	72:f4:4c:2f:b5:03
10.0.138.108	29:82:dc:67:9c:cb
10.0.138.109	5c:62:24:72:20:15
10.0.138.110	8b:73:12:01:48:86
10.0.138.111	4f:ee:a0:27:6a:68
10.0.138.112	7d:da:be:9c:88:a1
10.0.138.113	a1:29:bc:4e:3a:fc
10.0.138.114	e7:dd:24:4f:d0:a5
10.0.138.115	ca:ab:72:d4:e8:4f
10.0.138.116	42:ca:9c:ad:43:73
10.0.138.117	a0:dd:37:6f:85:6a
10.0.138.118	f1:41:34:39:7f:46
10.0.138.119	91:16:7a:4d:f2:11
10.0.138.120	12:24:77:02:09:d9
10.0.138.121	3f:52:6d:35:01:62
10.0.138.122	68:2c:14:5e:30:dd
10.0.138.123	3c:24:95:87:ae:12
10.0.138.124	bf:6c:54:7a:d9:f0
10.0.138.125	b3:4d:cb:51:dc:3e
10.0.138.126	18:f0:71:51:70:b4
10.0.138.127	31:17:ce:53:8a:56
10.0.138.128	bd:bf:ec:40:86:06
10.0.138.129	53:25:32:dd:ac:dc
10.0.138.130	d0:53:97:32:f1:f2
10.0.138.131	b8:ad:47:3c:82:21
10.0.138.132	6d:aa:96:ed:4d:bf
10.0.138.133	b9:22:d6:2b:8d:a4
10.0.138.134	45:f0:a4:e9:42:63
10.0.138.135	7d:58:9f:33:c8:5e
10.0.138.136	dc:b5:1f:34:44:00
10.0.138.137	8a:c4:22:fa:7e:9e
10.0.138.138	e9:98:16:0d:99:61
10.0.138.139	28:09:18:75:92:47
10.0.138.140	54:9f:f8:cf:64:a5
10.0.138.141	6f:e4:8d:9c:1f:d1
10.0.138.142	19:b6:49:db:c6:91
10.0.138.143	f4:f7:d9:d7:bb:78
10.0.138.144	2b:12:e0:93:b9:50
10.0.138.145	81:d6:43:8a:df:41
10.0.138.146	80:f5:4b:27:9f:a0
10.0.138.147	5b:16:a7:df:1a:7e
10.0.138.148	f1:0d:e6:62:57:85
10.0.138.149	85:2d:f1:09:69:86
10.0.138.150	20:8b:db:f4:10:2d
10.0.138.151	4e:b4:f3:b1:fa:c3
10.0.138.152	8b:4c:cf:dc:2f:fb
10.0.138.153	0e:75:91:ed:d7:a0
10.0.138.154	dc:2f:bf:12:e3:57
10.0.138.155	8e:88:44:be:b5:12
10.0.138.156	d4:89:7d:08:2d:0d
10.0.138.157	49:ac:76:51:be:13
10.0.138.158	3a:57:87:2c:f6:f6
10.0.138.159	49:4a:40:15:2c:6c
10.0.138.160	c2:0c:82:9f:3f:7e
10.0.138.161	c8:01:86:b4:d5:d3
10.0.138.162	ea:9e:c6:d7:63:95
10.0.138.163	ad:41:d1:66:99:83
10.0.138.164	f0:0e:b9:d1:16:78
10.0.138.165	7d:d2:aa:aa:86:f3
10.0.138.166	37:f0:6c:61:cf:2f
10.0.138.167	12:2e:24:01:10:62
10.0.138.168	b7:05:2e:11:40:45
10.0.138.169	ed:d7:73:c2:51:39
10.0.138.170	33:be:72:6b:9f:a4
10.0.138.171	81:2e:3b:e3:80:6d
10.0.138.172	a1:e5:3e:d7:18:6f
10.0.138.173	95:d6:6d:80:10:15
10.0.138.174	8e:08:d4:89:aa:e0
10.0.138.175	35:ab:27:a2:f8:e8
10.0.138.176	65:cb:d9:f1:f7:ed
10.0.138.177	e8:0a:7d:e3:34:5f
10.0.138.178	29:a3:a5:35:74:ae
10.0.138.179	61:36:d5:84:7b:a1
10.0.138.180	40:f9:82:ab:1b:37
10.0.138.181	e0:c3:f9:74:c4:1e
10.0.138.182	a2:18:98:ce:5d:89
10.0.138.183	05:2b:8a:c3:dd:36
10.0.138.184	9f:d7:73:ad:1e:f1
10.0.138.185	55:f6:36:57:26:f4
10.0.138.186	72:bf:fb:ac:12:f3
10.0.138.187	1c:d5:9d:41:36:44
10.0.138.188	fb:bc:65:bd:16:fc
10.0.138.189	71:9d:e1:c1:ee:e4
10.0.138.190	d4:b8:c6:0d:07:d9
10.0.138.191	c3:e0:46:09:26:7a
10.0.138.192	06:e2:13:e0:ed:a6
10.0.138.193	45:dd:37:33:b9:16
10.0.138.194	f7:f9:f8:a5:3b:3a
10.0.138.195	e1:af:a7:15:77:c1
10.0.138.196	ec:b9:4a:57:7b:b7
10.0.138.197	bd:05:51:0e:e0:51
10.0.138.198	45:2a:d8:f3:28:b3
10.0.138.199	7d:e8:20:45:29:fe
10.0.138.200	9c:de:45:3d:06:55
10.0.138.201	16:03:64:f9:84:cd
10.0.138.202	d8:98:3f:7c:1f:0b
10.0.138.203	7e:82:77:46:3a:4b
10.0.138.204	58:49:4a:d4:1a:de
10.0.138.205	cf:36:58:fb:e3:f9
10.0.138.206	af:0e:2b:ea:f0:4a
10.0.138.207	50:c9:71:a8:ad:e8
10.0.138.208	fe:05:9c:7b:5c:94
10.0.138.209	63:10:d2:2e:dc:9b
10.0.138.210	bf:a1:0c:4b:66:c9
10.0.138.211	a2:25:bc:c7:47:3c
10.0.138.212	c0:b7:b4:ec:39:f6
10.0.138.213	0e:cf:9f:5d:51:49
10.0.138.214	56:e4:0b:75:d5:eb
10.0.138.215	eb:34:23:31:4f:29
10.0.138.216	0c:2b:ae:5d:1e:11
10.0.138.217	ca:c1:f1:d4:12:64
10.0.138.218	88:f9:3d:a2:81:28
10.0.138.219	1f:dd:56:2e:f6:34
10.0.138.220	00:bd:33:76:8e:05
10.0.138.221	95:82:fb:d9:6e:26
10.0.138.222	5c:91:42:53:3d:19
10.0.138.223	26:8e:65:76:1d:bc
10.0.138.224	c9:eb:fe:2d:8f:63
10.0.138.225	2c:a9:35:1a:82:f6
10.0.138.226	ed:84:a1:4d:03:9f
10.0.138.227	82:63:f8:e2:93:3b
10.0.138.228	b2:9c:8f:82:e1:40
10.0.138.229	bc:1c:9f:e1:1e:fb
10.0.138.230	80:98:ad:87:91:76
10.0.138.231	be:b7:12:23:28:3f
10.0.138.232	25:85:4e:ad:4e:1b
10.0.138.233	b4:e0:eb:92:b8:8b
10.0.138.234	24:fe:ba:30:4f:b7
10.0.138.235	a6:c2:f8:64:4c:2f
10.0.138.236	de:9e:21:ec:08:37
10.0.138.237	3e:e9:ac:af:f0:4a
10.0.138.238	07:8f:4c:48:4f:aa
10.0.138.239	5a:6d:56:9d:36:10
10.0.138.240	dc:86:c5:c3:de:af
10.0.138.241	2b:ab:f5:70:e5:1a
10.0.138.242	01:b0:a8:ab:5c:27
10.0.138.243	4e:9a:7c:e2:7e:b0
10.0.138.244	8b:a1:7c:9b:67:8f
10.0.138.245	0d:03:2d:72:ce:36
10.0.138.246	5e:1c:65:67:a5:00
10.0.138.247	aa:0c:0f:a5:a5:9d
10.0.138.248	a5:80:6e:2f:30:f8
10.0.138.249	0d:d1:30:9d:b1:45
10.0.138.250	bc:7c:00:05:84:2b
10.0.138.251	88:2e:17:72:e8:85
10.0.138.252	07:09:cf:5e:00:cb
10.0.138.253	40:bf:0c:58:86:2c
10.0.138.254	73:77:ac:56:a8:9c
10.0.138.255	61:62:32:39:3d:26
10.0.139.0	9d:10:72:05:8a:1f
10.0.139.1	0a:a4:e4:de:30:34
10.0.139.2	42:f4:4e:58:86:15
10.0.139.3	97:49:c0:8a:a2:dc
10.0.139.4	ec:3f:ef:fb:8c:eb
10.0.139.5	6b:03:7f:42:91:fd
10.0.139.6	f3:88:cc:7c:ef:c3
10.0.139.7	7f:c0:db:81:3a:92
10.0.139.8	20:c3:20:9d:2e:ed
10.0.139.9	61:e6:1f:a7:c4:f4
10.0.139.10	3b:9f:9d:12:ed:a0
10.0.139.11	f4:b5:ed:ed:dc:29
10.0.139.12	62:f0:7a:75:74:d2
10.0.139.13	b1:fa:87:fd:6b:5a
10.0.139.14	a5:12:b6:58:48:00
10.0.139.15	49:9e:c2:2e:12:65
10.0.139.16	75:d9:cb:06:91:ea
10.0.139.17	61:e0:ba:c4:a8:16
10.0.139.18	be:dd:ec:96:45:2a
10.0.139.19	87:80:a3:29:6d:da
10.0.139.20	f7:3f:f2:fa:3d:9b
10.0.139.21	9c:74:c4:e9:54:32
10.0.139.22	d1:39:5d:66:12:81
10.0.139.23	3b:f6:ce:ec:07:76
10.0.139.24	62:3e:ed:4e:a0:9f
10.0.139.25	08:3c:f4:3d:d4:f8
10.0.139.26	e7:d9:7d:95:d5:54
10.0.139.27	2c:72:d3:0f:e3:53
10.0.139.28	55:4a:19:b3:ac:59
10.0.139.29	c1:d9:33:cf:dd:35
10.0.139.30	92:9b:43:1e:23:4b
10.0.139.31	5f:7b:d4:87:f9:e3
10.0.139.32	a0:6c:0c:21:65:98
10.0.139.33	38:32:93:34:6d:78
10.0.139.34	38:ba:d1:0b:5e:c5
10.0.139.35	b7:55:19:71:a4:b1
10.0.139.36	ef:20:0c:53:fc:4e
10.0.139.37	6a:e4:2f:a8:9d:34
10.0.139.38	3c:0a:04:89:0b:44
10.0.139.39	dd:43:cd:5f:4c:4c
10.0.139.40	14:de:ae:7e:83:6c
10.0.139.41	3e:58:57:9f:28:a5
10.0.139.42	c9:7c:d0:17:2d:0a
10.0.139.43	5f:d5:d2:4b:cc:fa
10.0.139.44	22:a3:2c:20:6f:a6
10.0.139.45	58:62:34:0a:26:6f
10.0.139.46	12:90:9c:0c:da:b9
10.0.139.47	d6:35:86:8e:32:23
10.0.139.48	8e:0e:56:70:ae:b6
10.0.139.49	8a:1b:a1:8f:f6:ca
10.0.139.50	38:cf:d6:77:0e:2a
10.0.139.51	d4:e9:f7:83:51:71
10.0.139.52	c4:14:b9:d6:92:fa
10.0.139.53	69:08:c5:1f:f8:4d
10.0.139.54	b1:af:cd:eb:01:15
10.0.139.55	1a:67:75:48:c0:5b
10.0.139.56	b9:87:a6:03:95:36
10.0.139.57	e7:c3:ec:a8:8e:40
10.0.139.58	82:fe:3d:77:1f:1b
10.0.139.59	24:68:67:c5:ad:67
10.0.139.60	28:6e:da:9f:34:fb
10.0.139.61	f7:d9:af:fb:e4:43
10.0.139.62	d9:d3:03:42:1c:a9
10.0.139.63	c2:a0:30:35:a1:41
10.0.139.64	f8:96:14:bc:1f:b7
10.0.139.65	78:a0:7b:da:93:be
10.0.139.66	c2:d3:84:3b:7a:00
10.0.139.67	4e:ea:9d:e6:d6:85
10.0.139.68	c2:50:04:e6:db:04
10.0.139.69	b1:99:20:82:39:70
10.0.139.70	5f:21:04:55:72:4a
10.0.139.71	ef:b5:b4:72:b7:7e
10.0.139.72	82:d1:85:62:9b:b0
10.0.139.73	e0:94:6a:81:ea:12
10.0.139.74	00:2c:01:65:cc:79
10.0.139.75	22:a0:ac:2b:fb:6e
10.0.139.76	1f:7b:50:fa:c4:d6
10.0.139.77	cd:a7:5d:cd:c2:7f
10.0.139.78	c8:71:92:cd:e5:9c
10.0.139.79	f0:9d:d2:c9:eb:7a
10.0.139.80	3e:be:f6:bc:77:ac
10.0.139.81	4b:35:ea:03:2b:3b
10.0.139.82	10:43:f2:e7:d3:26
10.0.139.83	1d:8c:06:37:e5:4e
10.0.139.84	9f:77:f8:93:5e:0b
10.0.139.85	bd:b3:59:6e:ca:ed
10.0.139.86	d7:f2:30:62:01:c1
10.0.139.87	e9:b8:86:de:2b:d4
10.0.139.88	8e:f8:44:ae:99:2a
10.0.139.89	db:3e:e1:dc:25:82
10.0.139.90	af:7e:3b:da:db:70
10.0.139.91	89:49:ae:22:d6:1d
10.0.139.92	f5:50:53:d9:bb:08
10.0.139.93	ae:d2:98:a1:43:5e
10.0.139.94	9f:b9:64:b8:87:d0
10.0.139.95	cb:4f:24:ab:67:35
10.0.139.96	14:23:f5:ec:69:d7
10.0.139.97	6e:8c:5e:42:9b:48
10.0.139.98	dc:91:5f:94:36:48
10.0.139.99	b8:21:d9:e5:b2:b8
10.0.139.100	c7:2f:11:1f:aa:4b
10.0.139.101	8f:71:28:37:a9:b2
10.0.139.102	b3:02:8b:99:97:46
10.0.139.103	a1:35:14:5e:f8:c0
10.0.139.104	f3:5c:a3:24:1b:84
10.0.139.105	72:fb:ef:33:a7:c1
10.0.139.106	6f:93:5e:ad:7a:26
10.0.139.107	29:df:91:2f:30:9d
10.0.139.108	ad:17:51:18:dc:1f
10.0.139.109	ac:de:14:c1:8d:e2
10.0.139.110	f0:a4:23:c7:6c:12
10.0.139.111	6f:50:74:69:22:07
10.0.139.112	1f:f3:04:1b:3d:93
10.0.139.113	ae:7b:43:61:35:fe
10.0.139.114	a2:78:ea:2d:89:cc
10.0.139.115	e5:5a:90:05:8e:23
10.0.139.116	c2:3f:12:d9:74:0f
10.0.139.117	fc:c0:34:9b:fb:fb
10.0.139.118	b8:6a:82:7d:57:78
10.0.139.119	eb:43:63:b2:bb:28
10.0.139.120	4f:b4:e2:8e:16:78
10.0.139.121	bd:5a:89:9a:78:0e
10.0.139.122	22:6e:94:be:b7:8b
10.0.139.123	6d:60:2e:ed:f0:dc
10.0.139.124	3c:4a:cf:25:89:4f
10.0.139.125	c9:5b:e6:cd:98:7e
10.0.139.126	08:7e:9c:42:dd:77
10.0.139.127	a9:58:fe:37:b2:fc
10.0.139.128	35:fb:c0:35:47:8b
10.0.139.129	50:a9:a4:4a:be:4f
10.0.139.130	f8:ab:ad:87:89:dc
10.0.139.131	96:0b:b9:89:21:c1
10.0.139.132	c8:34:84:d0:02:b3
10.0.139.133	78:3c:db:0e:0a:e3
10.0.139.134	f9:d3:b0:f4:12:15
10.0.139.135	f2:31:ed:56:4f:8d
10.0.139.136	6b:66:d5:5d:d2:57
10.0.139.137	11:95:88:ec:1a:3b
10.0.139.138	c8:ec:0d:30:9d:85
10.0.139.139	70:e0:56:1f:7d:80
10.0.139.140	18:da:85:1f:fa:b4
10.0.139.141	ac:81:20:bb:15:7d
10.0.139.142	50:66:06:94:5e:f3
10.0.139.143	ba:08:f9:3e:03:d1
10.0.139.144	26:f2:07:c8:a8:e2
10.0.139.145	af:e5:5d:3d:36:7e
10.0.139.146	20:4a:7a:c9:85:e2
10.0.139.147	82:84:65:8c:7b:61
10.0.139.148	3a:48:32:7f:34:bd
10.0.139.149	52:4a:0f:7e:d1:95
10.0.139.150	5d:ec:85:18:1e:6b
10.0.139.151	4c:84:92:52:c6:6a
10.0.139.152	70:a2:d4:f7:1a:6b
10.0.139.153	39:9d:ae:2a:30:41
10.0.139.154	b2:ba:97:70:fb:6c
10.0.139.155	82:99:46:92:80:71
10.0.139.156	65:42:0f:09:8c:88
10.0.139.157	0c:9d:41:54:75:aa
10.0.139.158	b2:91:a5:f7:0f:95
10.0.139.159	52:0d:9d:fc:85:eb
10.0.139.160	29:61:72:0e:3e:73
10.0.139.161	62:37:d6:82:a6:a7
10.0.139.162	c8:79:fb:77:08:99
10.0.139.163	92:eb:2d:72:44:54
10.0.139.164	2a:38:1b:45:33:b1
10.0.139.165	a1:6d:84:95:55:b1
10.0.139.166	27:77:ad:b5:63:d3
10.0.139.167	77:8f:f1:dd:08:6e
10.0.139.168	49:f7:ed:79:2c:29
10.0.139.169	73:5e:a9:99:67:ef
10.0.139.170	56:b0:7c:a7:7f:1c
10.0.139.171	31:13:38:ba:36:e3
10.0.139.172	da:ca:97:65:ed:df
10.0.139.173	51:b3:17:16:3a:bf
10.0.139.174	ec:dd:42:d4:bc:7f
10.0.139.175	f7:02:ee:e1:b1:8c
10.0.139.176	eb:55:cb:d5:97:9c
10.0.139.177	53:ca:da:a1:e6:17
10.0.139.178	d1:f7:52:2d:60:6e
10.0.139.179	ab:8c:1c:c3:91:26
10.0.139.180	ed:e1:7a:a6:db:74
10.0.139.181	30:4f:0a:d9:19:81
10.0.139.182	4f:97:9f:f9:2c:c9
10.0.139.183	13:fc:74:cf:8a:f0
10.0.139.184	de:c4:6f:d8:d8:25
10.0.139.185	68:51:0e:23:08:33
10.0.139.186	ad:3c:a9:a0:4b:28
10.0.139.187	fb:c7:02:8b:4e:30
10.0.139.188	b7:2b:59:a2:db:07
10.0.139.189	a5:a1:4d:65:05:39
10.0.139.190	e1:c8:83:74:11:a7
10.0.139.191	be:52:97:ae:da:30
10.0.139.192	0f:6d:c3:66:74:20
10.0.139.193	ba:ba:cf:e1:41:1c
10.0.139.194	1a:32:0c:c9:0b:59
10.0.139.195	57:38:b2:de:e0:32
10.0.139.196	b7:c1:f0:8f:46:1b
10.0.139.197	b0:27:8f:9d:fb:f3
10.0.139.198	24:04:fd:39:25:e7
10.0.139.199	e1:16:64:01:15:94
10.0.139.200	fb:07:f5:97:9a:b6
10.0.139.201	d3:d9:6a:0c:5c:85
10.0.139.202	07:52:7b:49:10:0a
10.0.139.203	e4:a2:83:7e:43:bc
10.0.139.204	29:eb:bb:55:73:a4
10.0.139.205	be:34:dc:00:2a:8d
10.0.139.206	33:e0:7a:c4:c3:55
10.0.139.207	0b:5e:8f:81:af:e6
10.0.139.208	37:89:85:68:6e:55
10.0.139.209	dc:77:20:8c:64:c3
10.0.139.210	5d:05:de:e3:11:c9
10.0.139.211	d4:58:c8:19:37:49
10.0.139.212	79:d1:d4:08:5c:c2
10.0.139.213	fd:0c:e3:de:6a:b7
10.0.139.214	de:fc:4a:cc:3c:60
10.0.139.215	b2:5a:48:d6:10:3d
10.0.139.216	b5:47:a4:da:c4:a5
10.0.139.217	9e:b5:2a:2c:dd:b2
10.0.139.218	df:67:25:75:65:ad
10.0.139.219	80:08:c9:ea:bd:ca
10.0.139.220	10:2e:19:7d:99:e7
10.0.139.221	87:45:81:38:af:e1
10.0.139.222	23:67:ed:c4:8d:db
10.0.139.223	ba:b2:1e:06:14:1c
10.0.139.224	23:5c:57:5d:7e:9d
10.0.139.225	ce:75:de:68:26:a4
10.0.139.226	d3:7e:7a:64:93:b3
10.0.139.227	de:8b:b1:17:f9:29
10.0.139.228	30:bf:67:9f:3f:c4
10.0.139.229	cc:30:21:b8:40:13
10.0.139.230	05:c6:f9:59:bf:ae
10.0.139.231	33:59:03:b2:6b:e5
10.0.139.232	bd:8c:19:6d:60:83
10.0.139.233	83:d7:ac:c4:57:9f
10.0.139.234	68:d2:55:c0:d0:0f
10.0.139.235	a1:57:de:c9:29:cf
10.0.139.236	d6:1f:5e:6f:51:0a
10.0.139.237	2b:08:00:01:89:b6
10.0.139.238	4b:f8:e4:19:ea:ce
10.0.139.239	b2:08:be:e7:b0:3c
10.0.139.240	29:f3:ca:18:40:91
10.0.139.241	04:3b:38:13:64:25
10.0.139.242	d9:16:f9:90:ae:e9
10.0.139.243	12:50:e6:25:b6:1a
10.0.139.244	a3:23:6f:78:7e:3d
10.0.139.245	60:83:f6:07:69:fa
10.0.139.246	44:58:8f:08:93:ba
10.0.139.247	51:8c:17:35:27:93
10.0.139.248	2c:36:08:5d:0b:b7
10.0.139.249	a3:59:52:12:7b:1c
10.0.139.250	49:9c:a7:a3:21:d7
10.0.139.251	9f:d7:85:74:f8:7b
10.0.139.252	37:1d:84:9c:2a:1d
10.0.139.253	8d:2c:83:2b:d1:3f
10.0.139.254	e0:71:c9:16:9d:02
10.0.139.255	98:99:d0:89:0e:64
10.0.140.0	1d:30:84:9a:07:f1
10.0.140.1	22:75:82:89:75:e3
10.0.140.2	5f:f9:ba:39:37:ba
10.0.140.3	40:1f:21:47:0f:4f
10.0.140.4	a1:df:4f:1c:ac:7e
10.0.140.5	7f:67:d5:21:1b:ea
10.0.140.6	c5:c2:17:f2:19:6b
10.0.140.7	af:cb:26:32:87:20
10.0.140.8	2c:e0:d9:de:ad:24
10.0.140.9	20:a0:ce:2b:fa:53
10.0.140.10	ab:de:1e:63:e4:33
10.0.140.11	05:85:3a:c8:2d:ca
10.0.140.12	b8:75:a1:f0:74:d7
10.0.140.13	60:a8:b7:3d:44:ea
10.0.140.14	7c:11:bd:ae:25:5f
10.0.140.15	1d:74:36:c8:c7:d6
10.0.140.16	f9:9d:03:d6:30:71
10.0.140.17	62:2a:05:3c:6c:35
10.0.140.18	e1:8c:d2:eb:be:d7
10.0.140.19	07:f0:24:ed:84:ac
10.0.140.20	39:4c:69:5e:2a:1a
10.0.140.21	40:95:ea:3e:d3:b8
10.0.140.22	c1:c6:c4:99:88:3b
10.0.140.23	6e:93:7a:3f:8c:cd
10.0.140.24	38:1f:68:e1:98:00
10.0.140.25	d0:b5:fa:a4:18:06
10.0.140.26	89:1e:c7:7d:a5:de
10.0.140.27	2b:ab:e9:3f:18:0f
10.0.140.28	8d:5c:a4:32:d3:d4
10.0.140.29	79:51:95:cb:42:85
10.0.140.30	52:ba:42:d8:27:05
10.0.140.31	80:d5:52:c0:1f:fb
10.0.140.32	d7:6f:a9:96:17:9a
10.0.140.33	d9:05:5c:41:35:85
10.0.140.34	5e:fb:b6:7a:80:b6
10.0.140.35	b3:8c:e4:52:ad:27
10.0.140.36	d7:ad:3d:91:e9:f3
10.0.140.37	92:2f:fa:be:a6:c4
10.0.140.38	86:20:57:e2:fc:67
10.0.140.39	7c:15:c3:8f:13:8b
10.0.140.40	46:fa:98:eb:8e:88
10.0.140.41	ec:8d:94:91:77:8a
10.0.140.42	7d:c7:62:72:b2:d2
10.0.140.43	d4:cb:44:c5:e0:cb
10.0.140.44	70:1c:d0:01:12:dc
10.0.140.45	a8:21:c4:51:55:ae
10.0.140.46	d8:d7:39:85:82:72
10.0.140.47	8f:6e:9d:87:41:07
10.0.140.48	26:a3:af:f7:24:a1
10.0.140.49	08:01:95:f1:c4:67
10.0.140.50	ba:58:d6:46:b0:ea
10.0.140.51	b1:5a:67:65:92:30
10.0.140.52	99:27:05:44:c2:52
10.0.140.53	a3:b1:a8:f0:9f:bc
10.0.140.54	5c:52:b7:4b:2f:17
10.0.140.55	76:ed:d7:21:c4:05
10.0.140.56	4f:4d:6a:cd:2d:45
10.0.140.57	f4:3e:49:f0:4d:70
10.0.140.58	c1:07:58:6d:70:28
10.0.140.59	eb:21:e0:93:d9:16
10.0.140.60	de:27:8b:e0:81:ab
10.0.140.61	5d:5e:4f:44:8e:0d
10.0.140.62	64:b1:d3:75:cb:d4
10.0.140.63	f6:56:ef:64:29:70
10.0.140.64	ae:7e:89:9a:03:1c
10.0.140.65	a3:bd:34:bf:ef:2f
10.0.140.66	0d:ab:1b:ba:9e:fc
10.0.140.67	f5:ba:cb:73:d0:cb
10.0.140.68	23:25:f1:dc:32:23
10.0.140.69	31:af:d3:d4:f8:62
10.0.140.70	cc:18:ef:8d:07:46
10.0.140.71	e8:7e:0b:c1:a8:65
10.0.140.72	ee:11:cf:42:9f:16
10.0.140.73	12:66:56:5b:77:63
10.0.140.74	88:bb:6d:4e:f4:43
10.0.140.75	44:2e:74:01:08:d2
10.0.140.76	e1:38:1c:9f:4e:8e
10.0.140.77	a2:49:67:22:72:ad
10.0.140.78	26:08:03:ce:4c:42
10.0.140.79	e2:cd:13:19:6f:81
10.0.140.80	21:24:29:09:2b:b4
10.0.140.81	60:22:83:16:59:d3
10.0.140.82	3a:3c:f5:0e:f4:66
10.0.140.83	53:2a:16:6b:63:7e
10.0.140.84	a8:de:8a:a0:91:dd
10.0.140.85	1f:b2:9e:e1:5a:f2
10.0.140.86	74:36:8c:e4:01:3b
10.0.140.87	9a:64:69:ac:8e:69
10.0.140.88	8b:b4:a9:db:4e:ea
10.0.140.89	0b:ec:cd:b4:c9:c6
10.0.140.90	34:23:52:cd:5f:90
10.0.140.91	98:c6:b2:c0:81:8d
10.0.140.92	78:b6:f4:c0:7e:d2
10.0.140.93	ad:fd:fc:84:67:2f
10.0.140.94	b3:65:24:c7:08:21
10.0.140.95	bc:53:8d:9d:45:ac
10.0.140.96	70:c9:d6:08:e1:7f
10.0.140.97	dc:10:e6:f5:ca:88
10.0.140.98	38:4c:fc:a9:49:6e
10.0.140.99	fd:3d:10:13:56:c9
10.0.140.100	8a:3e:45:d3:7f:63
10.0.140.101	02:5e:62:3b:b7:d9
10.0.140.102	1b:2f:aa:9d:31:4c
10.0.140.103	b3:5e:a4:00:91:b6
10.0.140.104	11:29:a4:59:6d:39
10.0.140.105	70:90:5e:19:e8:ac
10.0.140.106	e5:28:81:43:ba:b8
10.0.140.107	c2:78:e0:b9:37:65
10.0.140.108	4e:ce:ce:65:d9:13
10.0.140.109	b5:9b:66:b3:60:81
10.0.140.110	ad:f3:93:30:d6:8c
10.0.140.111	48:d6:d1:a4:15:e8
10.0.140.112	41:6a:8c:38:20:e8
10.0.140.113	c7:d9:7b:90:4b:73
10.0.140.114	17:dc:d4:1c:1d:42
10.0.140.115	62:ee:ec:00:55:73
10.0.140.116	5e:7d:19:45:68:c5
10.0.140.117	5e:45:e5:6e:bd:78
10.0.140.118	d6:b5:c3:8f:4d:e8
10.0.140.119	5c:1b:b1:5c:3f:60
10.0.140.120	82:cc:fd:0a:e3:3a
10.0.140.121	74:9c:a2:65:c0:6a
10.0.140.122	18:12:43:ce:b7:1a
10.0.140.123	63:aa:81:bc:82:6f
10.0.140.124	6c:74:81:5a:b1:5a
10.0.140.125	8a:19:33:d3:61:9b
10.0.140.126	53:52:44:0f:e7:c8
10.0.140.127	51:eb:8e:b4:01:07
10.0.140.128	84:06:f8:a1:0f:db
10.0.140.129	9d:6d:fc:a4:cb:8d
10.0.140.130	82:02:17:87:0e:7d
10.0.140.131	30:cd:a5:b7:95:c7
10.0.140.132	a2:fc:bf:52:8c:c9
10.0.140.133	c2:bc:b0:ad:d7:52
10.0.140.134	17:cd:12:2c:9d:82
10.0.140.135	7c:90:39:f1:ca:0f
10.0.140.136	c9:23:76:62:a3:7c
10.0.140.137	3e:9d:88:15:b8:5a
10.0.140.138	7d:1f:af:a5:5c:57
10.0.140.139	fe:23:cc:45:3b:91
10.0.140.140	4f:b5:12:79:9f:4f
10.0.140.141	02:1a:10:1d:ef:e3
10.0.140.142	1a:f2:37:77:50:dd
10.0.140.143	c4:f5:97:94:7c:6b
10.0.140.144	ca:8f:63:3d:07:13
10.0.140.145	73:2d:34:8e:e1:41
10.0.140.146	2e:b8:76:e1:b2:a2
10.0.140.147	a3:d1:bf:32:82:39
10.0.140.148	f0:e0:0e:c1:ca:9e
10.0.140.149	87:c3:f3:4a:72:29
10.0.140.150	9d:6a:dd:7b:a7:05
10.0.140.151	fd:a0:e1:e8:9d:c0
10.0.140.152	c4:98:8a:e7:89:e9
10.0.140.153	5e:28:52:d8:bc:ca
10.0.140.154	ca:69:60:ab:e5:45
10.0.140.155	c8:bb:07:54:bc:f9
10.0.140.156	84:3b:4c:d5:44:0c
10.0.140.157	d8:32:64:37:d0:6e
10.0.140.158	30:7f:3b:43:c4:fb
10.0.140.159	2c:d3:cf:69:a5:32
10.0.140.160	ca:0f:e4:c5:10:93
10.0.140.161	68:40:a1:2e:7c:66
10.0.140.162	f1:c8:81:ee:a4:3a
10.0.140.163	b1:e4:d3:1b:58:9b
